code,p17hong,p17yoo,p17the,p17han,p17kuk,p17jung,p17valid,p16the,p16han,p16kuk,p16jung,p16valid,r17han,r17the,r17hong,r17kuk,r17yoo,r17jung,r16the,r16han,r16kuk,r16jung,d_the,d_han,d_kuk,d_jung,win17r,winner17,wingap17,sec17r,sec17,third17r,third17,forth17r,forth17,last17r,last17
1106071,1325,660,3614,1985,1360,628,7622,1805,1579,1438,730,6006,0.260430333,0.474153765,0.173838887,0.178430858,0.086591446,0.082393073,0.323615182,0.283096052,0.257816417,0.130880379,0.150538583,-0.022665718,-0.079385559,-0.048487306,0.474153765,1,0.295722907,0.178430858,3,0.173838887,2,0.086591446,4,0.082393073,5
1106072,1753,450,2997,2203,1689,493,7419,1655,2046,1696,540,6446,0.296940288,0.403962798,0.236285214,0.227658714,0.060655075,0.066451004,0.277370085,0.342899815,0.284241488,0.090501417,0.126592714,-0.045959526,-0.056582774,-0.024050413,0.403962798,1,0.167677585,0.236285214,2,0.227658714,3,0.066451004,5,0.060655075,4
1106073,3040,863,5887,3903,3063,1006,13930,3335,3582,3355,1094,12210,0.280186648,0.422613065,0.218234027,0.21988514,0.06195262,0.072218234,0.291923438,0.313544154,0.293674103,0.095761392,0.130689627,-0.033357507,-0.073788963,-0.023543158,0.422613065,1,0.202727925,0.21988514,3,0.218234027,2,0.072218234,5,0.06195262,4
1106080,3828,786,4692,4614,3135,704,13214,2468,4409,3011,710,11402,0.349175117,0.355077948,0.28969275,0.237248373,0.059482367,0.053276828,0.23165812,0.413849535,0.282626661,0.066643949,0.123419827,-0.064674418,-0.045378288,-0.013367121,0.355077948,1,0.065385198,0.28969275,2,0.237248373,3,0.059482367,4,0.053276828,5
1106081,4203,1095,7358,5298,4162,1054,17958,3722,4627,3949,1023,14296,0.295021717,0.409733823,0.234046108,0.231763003,0.06097561,0.058692505,0.278070379,0.345682871,0.295029534,0.076428264,0.131663444,-0.050661153,-0.063266532,-0.017735759,0.409733823,1,0.175687716,0.234046108,2,0.231763003,3,0.06097561,4,0.058692505,5
1106082,3743,952,5790,4695,3509,852,14929,2910,4202,3462,960,12442,0.314488579,0.387835756,0.250720075,0.235045884,0.063768504,0.057070132,0.250894869,0.362288742,0.298487298,0.082769441,0.136940887,-0.047800163,-0.063441414,-0.025699309,0.387835756,1,0.137115681,0.250720075,2,0.235045884,3,0.063768504,4,0.057070132,5
1106083,3826,1006,6707,4832,3982,918,16522,3678,4610,3624,892,13925,0.29245854,0.40594359,0.231570028,0.241011984,0.060888512,0.055562281,0.285810933,0.358235019,0.281614687,0.069315756,0.120132658,-0.065776479,-0.040602703,-0.013753476,0.40594359,1,0.164931606,0.241011984,3,0.231570028,2,0.060888512,4,0.055562281,5
1106084,3033,804,5157,3837,2978,750,12775,2670,3366,2710,718,10143,0.30035225,0.403679061,0.23741683,0.233111546,0.062935421,0.058708415,0.280951278,0.354188016,0.285160286,0.075551692,0.122727783,-0.053835765,-0.05204874,-0.016843277,0.403679061,1,0.166262231,0.23741683,2,0.233111546,3,0.062935421,4,0.058708415,5
1106086,3999,995,7023,4994,4174,1002,17269,3720,4443,3852,902,14039,0.28918872,0.406682495,0.231571023,0.241704789,0.057617696,0.058023047,0.286725127,0.342451543,0.296899245,0.069523136,0.119957368,-0.053262823,-0.055194456,-0.011500089,0.406682495,1,0.164977706,0.241704789,3,0.231571023,2,0.058023047,5,0.057617696,4
1106087,5211,1288,9464,6499,5270,1242,22544,4602,5252,4663,1061,16922,0.288280696,0.419801278,0.231147977,0.233765082,0.057132718,0.055092264,0.294512437,0.336110239,0.298416231,0.067900412,0.12528884,-0.047829543,-0.064651149,-0.012808148,0.419801278,1,0.186036196,0.233765082,3,0.231147977,2,0.057132718,4,0.055092264,5
1106088,4366,1124,7655,5490,4359,1037,18615,3846,4702,4001,929,14583,0.294923449,0.411227505,0.234542036,0.234165995,0.060381413,0.055707763,0.284219546,0.347477978,0.295674052,0.068653135,0.127007959,-0.05255453,-0.061508057,-0.012945373,0.411227505,1,0.176685469,0.234542036,2,0.234165995,3,0.060381413,4,0.055707763,5
1106089,3540,1116,6470,4656,3457,1099,15758,3313,4164,3561,1302,13489,0.295468968,0.4105851,0.224647798,0.219380632,0.07082117,0.069742353,0.267181651,0.335811771,0.287181968,0.105001663,0.143403448,-0.040342802,-0.067801336,-0.03525931,0.4105851,1,0.185937302,0.224647798,2,0.219380632,3,0.07082117,4,0.069742353,5
1106090,2794,815,5270,3609,2904,781,12625,2742,3209,3083,945,10696,0.285861386,0.417425743,0.221306931,0.230019802,0.064554455,0.061861386,0.273449396,0.320021558,0.30745605,0.094241313,0.143976346,-0.034160172,-0.077436248,-0.032379927,0.417425743,1,0.187405941,0.230019802,3,0.221306931,2,0.064554455,4,0.061861386,5
1106091,2896,954,6189,3850,3346,864,14301,3345,3566,3472,899,12192,0.269211943,0.432766939,0.202503321,0.233969652,0.066708622,0.060415356,0.295411914,0.314929413,0.306627852,0.079394712,0.137355025,-0.045717469,-0.0726582,-0.018979356,0.432766939,1,0.198797287,0.233969652,3,0.202503321,2,0.066708622,4,0.060415356,5
1107052,3168,784,5924,3952,3587,914,14437,3216,3307,3139,614,11120,0.273741082,0.410334557,0.219436171,0.248458821,0.054304911,0.063309552,0.311661575,0.320480357,0.304199528,0.059502552,0.098672982,-0.046739275,-0.055740707,0.003807,0.410334557,1,0.161875736,0.248458821,3,0.219436171,2,0.063309552,5,0.054304911,4
1107054,2718,689,5120,3407,2995,713,12287,2831,2979,2734,621,9985,0.277284935,0.416700578,0.221209408,0.243753561,0.056075527,0.058028811,0.307585257,0.323665306,0.297046306,0.067471015,0.109115321,-0.046380371,-0.053292746,-0.009442204,0.416700578,1,0.172947017,0.243753561,3,0.221209408,2,0.058028811,5,0.056075527,4
1107055,1125,305,2570,1430,1553,399,5974,1368,1375,1396,294,4782,0.239370606,0.430197523,0.188316036,0.259959826,0.05105457,0.066789421,0.307458193,0.309031444,0.313751197,0.066076541,0.12273933,-0.069660838,-0.053791371,0.000712879,0.430197523,1,0.170237697,0.259959826,3,0.188316036,2,0.066789421,5,0.05105457,4
1107057,3070,738,5329,3808,3089,789,13083,3074,3320,2760,609,10600,0.291064741,0.40732248,0.23465566,0.236107926,0.05640908,0.060307269,0.313225712,0.33829192,0.281230633,0.06205415,0.094096768,-0.04722718,-0.045122706,-0.001746881,0.40732248,1,0.171214553,0.236107926,3,0.23465566,2,0.060307269,5,0.05640908,4
1107059,2985,921,5944,3906,3312,925,14178,3109,3556,3245,833,11736,0.275497249,0.419241078,0.210537452,0.233601354,0.064959797,0.065241924,0.287540278,0.328881708,0.300118431,0.077041187,0.131700799,-0.053384459,-0.066517077,-0.011799263,0.419241078,1,0.185639724,0.233601354,3,0.210537452,2,0.065241924,5,0.064959797,4
1107060,2341,645,4478,2986,2490,683,10672,2222,2335,2114,494,7803,0.279797601,0.419602699,0.21935907,0.23332084,0.060438531,0.06399925,0.309101564,0.32482095,0.294077726,0.06872015,0.110501135,-0.045023349,-0.060756886,-0.004720899,0.419602699,1,0.186281859,0.23332084,3,0.21935907,2,0.06399925,5,0.060438531,4
1107061,2509,727,5137,3236,2983,802,12204,2695,3017,2766,656,9932,0.265158964,0.420927565,0.205588332,0.244428056,0.059570633,0.065716159,0.293939332,0.329059356,0.301683188,0.071548869,0.126988233,-0.063900391,-0.057255131,-0.00583271,0.420927565,1,0.176499508,0.244428056,3,0.205588332,2,0.065716159,5,0.059570633,4
1107062,3462,863,5978,4325,3895,904,15170,3087,3867,3287,628,11890,0.285102175,0.394067238,0.228213579,0.256756757,0.056888596,0.059591299,0.282745646,0.354187694,0.30106412,0.057520008,0.111321592,-0.069085519,-0.044307363,0.00207129,0.394067238,1,0.137310481,0.256756757,3,0.228213579,2,0.059591299,5,0.056888596,4
1107064,4267,1305,8361,5572,4593,1195,19798,4237,4873,4677,1233,16325,0.28144257,0.422315385,0.215526821,0.231993131,0.065915749,0.060359632,0.280993416,0.323172272,0.310173757,0.081771273,0.141321969,-0.041729702,-0.078180626,-0.02141164,0.422315385,1,0.190322255,0.231993131,3,0.215526821,2,0.065915749,4,0.060359632,5
1107065,2544,634,4857,3178,2867,746,11688,2340,2725,2447,612,8854,0.271902806,0.415554415,0.217659138,0.245294319,0.054243669,0.063826146,0.287049703,0.334277966,0.30017548,0.075074538,0.128504712,-0.06237516,-0.054881161,-0.011248391,0.415554415,1,0.170260096,0.245294319,3,0.217659138,2,0.063826146,5,0.054243669,4
1107068,2472,580,4194,3052,2625,699,10622,2068,2468,2010,414,7661,0.287328187,0.394840896,0.232724534,0.247128601,0.054603653,0.065806816,0.295671854,0.352861768,0.287379317,0.059191561,0.099169042,-0.065533581,-0.040250716,0.006615255,0.394840896,1,0.147712295,0.247128601,3,0.232724534,2,0.065806816,5,0.054603653,4
1107069,4958,1481,9301,6439,5402,1274,22483,5002,5904,5602,1229,19319,0.286394164,0.413690344,0.220522172,0.240270427,0.065871992,0.056665036,0.281168963,0.331871563,0.314895748,0.069083698,0.132521381,-0.045477398,-0.074625321,-0.012418662,0.413690344,1,0.173419917,0.240270427,3,0.220522172,2,0.065871992,4,0.056665036,5
1107070,3435,1174,7549,4609,3773,1073,17059,3492,3692,3531,1029,12887,0.270179964,0.442523008,0.201359986,0.221173574,0.068819978,0.062899349,0.296384658,0.313359725,0.299694796,0.087336716,0.14613835,-0.043179761,-0.078521222,-0.024437367,0.442523008,1,0.221349434,0.221173574,3,0.201359986,2,0.068819978,4,0.062899349,5
1107071,4352,1204,8575,5556,5124,1331,20680,4565,4677,4115,839,15484,0.268665377,0.414651838,0.210444874,0.247775629,0.058220503,0.064361702,0.320107777,0.327961462,0.288552793,0.058832514,0.094544061,-0.059296084,-0.040777165,0.005529188,0.414651838,1,0.166876209,0.247775629,3,0.210444874,2,0.064361702,5,0.058220503,4
1107072,3461,834,6113,4295,3648,879,15033,3560,3722,3333,660,12251,0.285704783,0.406638728,0.230226834,0.242666135,0.055477949,0.058471363,0.313684469,0.327958875,0.293682679,0.058154986,0.092954259,-0.042254092,-0.051016544,0.000316377,0.406638728,1,0.163972594,0.242666135,3,0.230226834,2,0.058471363,5,0.055477949,4
1107073,5094,1070,7173,6164,4316,1071,18798,3493,5180,3730,767,14589,0.327907224,0.381583147,0.270986275,0.229598893,0.056920949,0.056974146,0.264179916,0.391769815,0.28210452,0.05800916,0.117403231,-0.063862591,-0.052505626,-0.001035014,0.381583147,1,0.110596872,0.270986275,2,0.229598893,3,0.056974146,5,0.056920949,4
1108058,2134,698,4276,2832,2408,664,10222,2067,2389,2540,778,8358,0.277049501,0.418313442,0.208765408,0.235570338,0.068284093,0.064957934,0.264793818,0.30604375,0.325387662,0.099665985,0.153519624,-0.028994249,-0.089817324,-0.034708051,0.418313442,1,0.182743103,0.235570338,3,0.208765408,2,0.068284093,4,0.064957934,5
1108059,2831,1059,5882,3890,2942,914,13664,2792,3348,3207,1236,11320,0.284689696,0.430474239,0.207186768,0.215310304,0.077502927,0.066891101,0.263124259,0.315522929,0.302234777,0.116483375,0.16734998,-0.030833233,-0.086924472,-0.049592274,0.430474239,1,0.215163934,0.215310304,3,0.207186768,2,0.077502927,4,0.066891101,5
1108060,1703,827,4121,2530,2029,822,9545,2065,2053,2047,801,7571,0.265060241,0.431744369,0.17841802,0.212572027,0.086642221,0.086118387,0.295104396,0.293389504,0.292532058,0.114469066,0.136639973,-0.028329263,-0.07996003,-0.028350679,0.431744369,1,0.219172342,0.212572027,3,0.17841802,2,0.086642221,4,0.086118387,5
1108061,1723,596,4035,2319,2089,605,9076,1649,1964,1763,487,6335,0.255509035,0.44457911,0.18984134,0.230167475,0.065667695,0.066659321,0.280387641,0.333948651,0.299771625,0.082807023,0.164191469,-0.078439617,-0.069604151,-0.016147702,0.44457911,1,0.214411635,0.230167475,3,0.18984134,2,0.066659321,5,0.065667695,4
1108062,2224,729,4700,2953,2432,676,10796,2386,2692,2651,773,9137,0.273527232,0.435346425,0.206002223,0.225268618,0.067525009,0.062615784,0.279730031,0.31560488,0.31079812,0.090625027,0.155616393,-0.042077648,-0.085529502,-0.028009243,0.435346425,1,0.210077807,0.225268618,3,0.206002223,2,0.067525009,4,0.062615784,5
1108063,2977,875,5609,3852,3166,861,13550,2774,3418,3084,905,11050,0.284280443,0.413948339,0.219704797,0.233653137,0.064575646,0.063542435,0.271221605,0.334187255,0.301531157,0.088484338,0.142726735,-0.049906812,-0.06787802,-0.024941902,0.413948339,1,0.180295203,0.233653137,3,0.219704797,2,0.064575646,4,0.063542435,5
1108064,1981,560,3314,2541,1998,589,8477,1746,2491,1800,472,7167,0.299752271,0.390940191,0.233691164,0.235696591,0.066061107,0.069482128,0.267136439,0.381120773,0.275398391,0.072215578,0.123803752,-0.081368502,-0.0397018,-0.00273345,0.390940191,1,0.1552436,0.235696591,3,0.233691164,2,0.069482128,5,0.066061107,4
1108065,3168,994,6645,4162,3570,958,15404,3256,3727,3619,1074,12618,0.270189561,0.431381459,0.205660867,0.231757985,0.064528694,0.062191639,0.277613499,0.317771963,0.308563653,0.091571529,0.15376796,-0.047582402,-0.076805668,-0.02937989,0.431381459,1,0.199623474,0.231757985,3,0.205660867,2,0.064528694,4,0.062191639,5
1108066,3474,1567,9860,5041,4653,1276,20901,5208,4425,5303,1733,17700,0.241184632,0.471747763,0.166212143,0.222620927,0.074972489,0.061049711,0.311374923,0.264561067,0.317054765,0.103612278,0.16037284,-0.023376434,-0.094433838,-0.042562567,0.471747763,1,0.249126836,0.222620927,3,0.166212143,2,0.074972489,4,0.061049711,5
1108068,1417,405,2744,1822,1647,388,6641,1820,2026,2179,568,7109,0.274356272,0.413190785,0.21337148,0.248004819,0.060984791,0.058424936,0.274387653,0.305444717,0.328511371,0.08563307,0.138803132,-0.031088445,-0.080506553,-0.027208134,0.413190785,1,0.165185966,0.248004819,3,0.21337148,2,0.060984791,4,0.058424936,5
1108071,2881,992,7373,3873,3917,946,16181,3633,3265,4178,1033,13140,0.239354799,0.45565787,0.178048328,0.242074037,0.061306471,0.05846363,0.298689766,0.268434375,0.343497341,0.084928854,0.156968105,-0.029079576,-0.101423304,-0.026465224,0.45565787,1,0.213583833,0.242074037,3,0.178048328,2,0.061306471,4,0.05846363,5
1108072,2575,814,5221,3389,2725,825,12204,2509,2808,2852,846,9823,0.277695837,0.427810554,0.210996395,0.223287447,0.066699443,0.067600787,0.277310495,0.31035786,0.315221017,0.093505253,0.150500059,-0.032662022,-0.09193357,-0.025904466,0.427810554,1,0.204523107,0.223287447,3,0.210996395,2,0.067600787,5,0.066699443,4
1108076,2490,618,4714,3108,3040,701,11625,2296,2806,2755,598,9373,0.267354839,0.405505376,0.214193548,0.261505376,0.05316129,0.060301075,0.270106998,0.330104632,0.324104869,0.070350168,0.135398379,-0.062749794,-0.062599493,-0.010049092,0.405505376,1,0.144,0.261505376,3,0.214193548,2,0.060301075,5,0.05316129,4
1108077,2876,532,4177,3408,2750,566,10959,1973,2780,2459,541,8822,0.310977279,0.381147915,0.262432704,0.250935304,0.048544575,0.051647048,0.253135301,0.356673156,0.315488953,0.069410136,0.128012614,-0.045695877,-0.064553649,-0.017763088,0.381147915,1,0.118715211,0.262432704,2,0.250935304,3,0.051647048,5,0.048544575,4
1108078,1669,361,2648,2030,1740,363,6810,1250,1830,1810,382,5809,0.298091043,0.388839941,0.245080764,0.255506608,0.053010279,0.053303965,0.236091985,0.345638666,0.341861194,0.072149711,0.152747956,-0.047547624,-0.086354587,-0.018845746,0.388839941,1,0.133333333,0.255506608,3,0.245080764,2,0.053303965,5,0.053010279,4
1108081,2279,698,4425,2977,2010,844,10297,2161,2644,2152,875,8507,0.289113334,0.429736817,0.2213266,0.195202486,0.067786734,0.081965621,0.274820666,0.336245183,0.27367611,0.111276299,0.154916151,-0.047131849,-0.078473623,-0.029310678,0.429736817,1,0.208410217,0.2213266,2,0.195202486,3,0.081965621,5,0.067786734,4
1108082,3084,1159,7800,4243,3829,1349,17287,3764,3789,3625,1178,13395,0.245444554,0.451206109,0.178399954,0.221495922,0.0670446,0.078035518,0.303466286,0.30548187,0.292259641,0.094974305,0.147739822,-0.060037316,-0.070763719,-0.016938787,0.451206109,1,0.229710187,0.221495922,3,0.178399954,2,0.078035518,5,0.0670446,4
1108083,1718,770,4436,2488,1857,853,9667,2503,2027,2021,751,7948,0.257370436,0.458880728,0.17771801,0.192096824,0.079652426,0.088238337,0.34161265,0.27664756,0.275828672,0.102497443,0.117268078,-0.019277124,-0.083731848,-0.014259107,0.458880728,1,0.266783904,0.192096824,3,0.17771801,2,0.088238337,5,0.079652426,4
1108084,4760,1601,10462,6361,5478,1575,23969,5028,5367,5790,2060,19681,0.265384455,0.436480454,0.198589845,0.228545204,0.06679461,0.065709875,0.274513089,0.293021429,0.316115908,0.112469563,0.161967365,-0.027636974,-0.087570703,-0.046759688,0.436480454,1,0.20793525,0.228545204,3,0.198589845,2,0.06679461,4,0.065709875,5
1108085,4506,1125,7866,5631,4601,1163,19324,3645,4747,4434,1177,15257,0.291399296,0.40705858,0.233181536,0.238097702,0.05821776,0.060184227,0.259452731,0.337893584,0.315614104,0.083779387,0.147605849,-0.046494288,-0.077516402,-0.02359516,0.40705858,1,0.168960878,0.238097702,3,0.233181536,2,0.060184227,5,0.05821776,4
1109060,2341,603,4395,2944,2773,676,10846,2026,2679,2682,516,8537,0.271436474,0.405218514,0.215839941,0.255670293,0.055596533,0.062327125,0.254987445,0.33717244,0.337550013,0.064942508,0.150231069,-0.065735966,-0.08187972,-0.002615383,0.405218514,1,0.149548221,0.255670293,3,0.215839941,2,0.062327125,5,0.055596533,4
1109061,2162,550,4465,2712,2713,630,10583,2126,2623,2496,448,8446,0.25626004,0.421903052,0.204289899,0.256354531,0.051970141,0.059529434,0.274710002,0.338929602,0.322519362,0.057888091,0.14719305,-0.082669562,-0.066164831,0.001641343,0.421903052,1,0.165548521,0.256354531,3,0.204289899,2,0.059529434,5,0.051970141,4
1109062,2458,591,4770,3049,2893,614,11388,2538,2956,2397,583,9376,0.26773797,0.41886196,0.215841236,0.25403934,0.051896733,0.053916403,0.297873766,0.346932566,0.281325224,0.068424116,0.120988193,-0.079194597,-0.027285884,-0.014507713,0.41886196,1,0.16482262,0.25403934,3,0.215841236,2,0.053916403,5,0.051896733,4
1109063,2618,706,5167,3324,3169,797,12511,2333,2996,2797,589,9490,0.265686196,0.412996563,0.209255855,0.253297099,0.056430341,0.063703941,0.266543924,0.342291298,0.319555661,0.067292915,0.146452639,-0.076605102,-0.066258562,-0.003588975,0.412996563,1,0.159699464,0.253297099,3,0.209255855,2,0.063703941,5,0.056430341,4
1109064,3222,806,5127,4028,3391,735,13348,2405,3773,3095,692,10834,0.301768055,0.384102487,0.241384477,0.25404555,0.060383578,0.055064429,0.240133282,0.376724687,0.30902807,0.069094483,0.143969205,-0.074956632,-0.05498252,-0.014030054,0.384102487,1,0.130056937,0.25404555,3,0.241384477,2,0.060383578,4,0.055064429,5
1109065,3152,852,6346,4004,3559,1100,15089,2681,3426,3361,637,10910,0.265358871,0.420571277,0.208893896,0.235867188,0.056464974,0.072900789,0.263907538,0.337242531,0.330844176,0.06270388,0.156663739,-0.07188366,-0.094976988,0.010196909,0.420571277,1,0.184704089,0.235867188,3,0.208893896,2,0.072900789,5,0.056464974,4
1109069,2977,850,6430,3827,3852,957,15125,3327,3491,3471,811,12108,0.253024793,0.425123967,0.196826446,0.254677686,0.056198347,0.063272727,0.298560536,0.313277677,0.311482904,0.072778057,0.126563431,-0.060252884,-0.056805218,-0.009505329,0.425123967,1,0.170446281,0.254677686,3,0.196826446,2,0.063272727,5,0.056198347,4
1109070,2771,814,6289,3585,3571,937,14441,3198,3124,2912,745,10854,0.248251506,0.435496157,0.191884219,0.247282044,0.056367288,0.064884703,0.319163672,0.311778396,0.29062058,0.074351762,0.116332485,-0.06352689,-0.043338535,-0.009467059,0.435496157,1,0.188214113,0.247282044,3,0.191884219,2,0.064884703,5,0.056367288,4
1109071,3237,888,6783,4125,3961,920,15859,3656,3889,3394,887,12985,0.260104672,0.427706665,0.20411123,0.249763541,0.055993442,0.058011224,0.307784779,0.327400165,0.285727992,0.074673167,0.119921886,-0.067295493,-0.035964451,-0.016661943,0.427706665,1,0.177943124,0.249763541,3,0.20411123,2,0.058011224,5,0.055993442,4
1109072,3540,861,7206,4401,4539,982,17212,3680,4166,3727,825,13457,0.255693702,0.418661399,0.205670462,0.263711364,0.05002324,0.057053219,0.295373483,0.334382046,0.299145916,0.06621824,0.123287916,-0.078688344,-0.035434551,-0.009165021,0.418661399,1,0.154950035,0.263711364,3,0.205670462,2,0.057053219,5,0.05002324,4
1109073,3100,1204,8969,4304,4548,1177,19053,4410,3979,4609,1553,15595,0.225896184,0.470739516,0.162704036,0.238702567,0.063192148,0.061775049,0.302197081,0.272662627,0.315833638,0.10641997,0.168542435,-0.046766442,-0.077131072,-0.044644921,0.470739516,1,0.23203695,0.238702567,3,0.162704036,2,0.063192148,4,0.061775049,5
1109074,3041,677,4638,3718,2921,795,12127,2064,3413,2617,688,9629,0.306588604,0.382452379,0.250762761,0.240867486,0.055825843,0.065556197,0.233960268,0.386873253,0.29664439,0.077986756,0.148492111,-0.080284649,-0.055776904,-0.012430559,0.382452379,1,0.131689618,0.250762761,2,0.240867486,3,0.065556197,5,0.055825843,4
